ID,Oku_Text,English_NIV_Equivalent
3334,Jesus fise ge: Ghàà ghen se vək se ghene ngeŋse.,"'Stop grumbling among yourselves,' Jesus answered."
3335,Lòó wel jia gwiy se me buu ge gufte Bay we ǝb nè tumen me ge ǝb gwiy san; ne me náà lose wen se eykuo ɛ kechii kenləysen.,"'No one can come to me unless the Father who sent me draws them, and I will raise them up at the last day."
3336,"Ghele ntum nə Feyine nè nyak ge: ""Feyine náà dinte əbnəə se ghel ghin əbjim.""","It is written in the Prophets: ""They will all be taught by God."""
3337,"Naa nde we ǝb yionmen è gese yieke kenǝǝ ke Baye suuyen, gwiye se me.",Everyone who has heard the Father and learned from him comes to me.
3338,Kii nê kine báà me se lu ge wel nè yenmen Bay.,No one has seen the Father
3339,Lu ken vi di we ǝb nè lòòn se Feyine we ǝb nè yenenmen Bay.,except the one who is from God; only he has seen the Father.
3340,Me suuy ǝbluuy se ghen ge naa nde we ǝb foon zytem se me se ki sychii yɛ ey jia yî mey.,"Very truly I tell you, the one who believes has eternal life."
3341,Me lu ǝbfua-ǝbyféne we ǝb foon eychii.,I am the bread of life.
3342,Ebaa a ghene nè lô yie manna əbkwak è ko naa kuo.,"Your ancestors ate the manna in the wilderness, yet they died."
3343,"Di ne ǝbfua-ǝbyíéne we ǝb lòòn e eyyio lu eynkii abfua-ǝbyíéne we wel yien, é ǝb jia yî kuo.","But here is the bread that comes down from heaven, which anyone may eat and not die."
3344,Me lu abfua-ǝbyíéne we ǝb lòòn e zyyio ne lu we ǝb foon cychii.,I am the living bread that came down from heaven.
3345,Yie naa nde əbfua-ǝbyíéne në vin é ǝb yî ye chii ndu ken nduun.,Whoever eats this bread will live forever.
3346,Əbfua-əbyíéne nê vine lu ǝbghun a wom we me nêy fo se boyse ghele ghe mbi fene.,"This bread is my flesh, which I will give for the life of the world.'"
3347,Ghele Juus yio kine è me kɛɛte se ye beke mbek se ghene ngeŋse ge: Lòó wel vin fó lɛɛy ǝbghun ə wen ge ghesen yie?,"Then the Jews began to argue sharply among themselves, 'How can this man give us his flesh to eat?'"
3348,"Jesus me suuy se ghene ge: Me suuy ǝbluuy se ghen ge: Loo lu ghene jia yie ǝbghun ə Wanwel, è gese nəə əmndun mə wen, é ghen jia ye ki eychii e məm nə ghen.","Jesus said to them, 'Very truly I tell you, unless you eat the flesh of the Son of Man and drink his blood, you have no life in you."
3349,"Naa nde we ǝb yien ǝbghun ə wom, è nəə əmndun mə mom se ki eychii ye ey jia yî mey, é me náà lose wen se eykuo & kechii kenlǝysen.","Whoever eats my flesh and drinks my blood has eternal life, and I will raise them up at the last day."
3350,"Ke lu dî bek ka ǝbghun a wome lu nkante abfua-ǝbyíéne, nɛ əmndun mə mom lu nkante eynǝǝ.",For my flesh is real food and my blood is real drink.
3351,"Naa nde we ǝb yien abghun ə wom, è nəə əmndurŋ mə mom lu ne ǝb gokmen e me məm, me gok & wene məm.","Whoever eats my flesh and drinks my blood remains in me, and I in them."
3352,"Bay we ǝb foon ɛychii nè tum me, se lu bek wen we me kiin sychii.","Just as the living Father sent me and I live because of the Father,"
3353,Lu ghee-ghee ka yien naa nde ǝbghun a wom é əb ye ki eychii bek me.,so the one who feeds on me will live because of me.
3354,Kii nê kine lu əbfua-əbyféne we əb səəken gwiy e eyyio.,This is the bread that came down from heaven.
3355,ǝb báà se lu ka əbfua-ǝbyíéne we ebaa ə ghene nè yien è ko naa kuo.,"Your ancestors ate manna and died,"
3356,Wel yie ǝbfua-ǝbyíéne nê vin é ǝb jia bo yî kuo.,but whoever feeds on this bread will live forever.'
3357,Jesus nè suuy əbnəə nê vin e ngay eyjeme ye Kabanaum e ǝbliy we ǝb nè dinten əbnəə se ghele.,He said this while teaching in the synagogue in Capernaum.
3358,"Ghon-cyfel nə Jesuse yio kenǝǝ kin ke ǝb nè suuyen, ndio wel e ghene mam me se suuy ge: Eyyíéke yine taa naa se naŋ.","On hearing it, many of his disciples said, 'This is a hard teaching."
3359,Lòó bééme nde kenǝǝ ten?,Who can accept it?'
3360,Jesus ko me keele ge ghene vəke kesunnene ki è me suuy se ghene ge: Kii në kine taa se ghen se beeme-a?,"Aware that his disciples were grumbling about this, Jesus said to them, 'Does this offend you?"
3361,Le loo lu ghene yen Wanwel ne ǝb kase koke se ghaa ǝb nè luun se mbiy é ghen neey lɛɛy?,Then what if you see the Son of Man ascend to where he was before!
3362,Kefaa ke ke fóon sychii lu Keyioy a Feyin.,The Spirit gives life;
3363,Wel se wene ngen lòó ǝb jia nɛɛy kenǝǝ se kiile.,the flesh counts for nothing.
3364,Gie se me suijnen se ghen lòò se Keyioy nê kine ne lu se se fóon cychii.,The words I have spoken to you—they are full of the Spirit and life.
3365,Dî ne ghen clee báà fo cytem.,Yet there are some of you who do not believe.'
3366,"Jesus nè suuy dì ka ǝb në se keen ghel ghe é báà fo cytem se wen, gese ke wel we ǝb nêy feene wen.",For Jesus had known from the beginning which of them did not believe and who would betray him.
3367,Əb me gese suuy ge: Ghey kenǝǝ ke ke nè neeyen me suuy se ghen ge lòó wel jia gwiy se me buu ge nery Bay ge ǝb gwiy.,"He went on to say, 'This is why I told you that no one can come to me unless the Father has enabled them.'"
3368,"Se kèètè se ǝbliy fo ndionen ghon-eyfel nə Jesus me fiile eybam, è jia gese se jele ghene ghene.",From this time many of his disciples turned back and no longer followed him.
3369,Əb me bif se ghé ntume ghe njio-sebaa eyvəm ge: Leey se ghen! Ghene koje se vase me sey-a?,"'You do not want to leave too, do you?' Jesus asked the Twelve."
3370,"Simon Bita fise ge: Báàba, lòó ghes ndu se nde?","Simon Peter answered him, 'Lord, to whom shall we go?"
3371,We ki gie se se foon eychii ye ey jia yi mry.,You have the words of eternal life.
3372,Ghes lu ne é fó cytem se wè è se ke ge wè lu wel ǝblanen vi we ǝb lòòn se Feyine.,We have come to believe and to know that you are the Holy One of God.'
3373,"Jesus suuy ge: Me le nè báà chok ghen njio-sebaa syvəm, wel ablee se lu kevarj-a?","Then Jesus replied, 'Have I not chosen you, the Twelve? Yet one of you is a devil!'"
3374,Əb nè sunnen kum Judas we wán ə Simon Iskaliot Judas nè lu wel ǝblee & məme ghon-eyfel ghe njio-sebaa eyvəm.,"(He meant Judas, the son of Simon Iscariot, who, though one of the Twelve, was later to betray him.)"
3375,Se lu eybame kii në kine Jesus me se kale ken & Galilee.,After this Jesus went around in Galilee.
3376,Əb nè báà se koje se ndu e Judea bek ge ghé mbiye na ghele Juuse nè baate se yuye wen.,He did not want to go about in Judea because the Jewish leaders there were looking for a way to kill him.
3377,ǝbliy we ghele Juuse sez yie kechii keghakene ke é tonten ge ké amtaa nè se baksene.,But when the Jewish Festival of Tabernacles was near
3378,Ghone-no a Jesuse me suuy se wen ge: Loo se fen è ndu e Judea ka ghon-cyfel nə wè yen əbnəə ǝbchio ǝbyúméné we wè nezyen.,"Jesus’ brothers said to him, ""Leave Galilee and go to Judea, so that your disciples there may see the works you do."
3379,"Wele kene ge ghele keele kenǝǝ ke ǝb neeyen, é ab jia ya ghoone so ghoonen.","No one who wants to become a public figure acts in secret. Since you are doing these things, show yourself to the world.”"
3380,Dine ngej a yie se mbi ka we nezyen əbnəə əbchio ǝbyúméné vine le.,For even his own brothers did not believe in him.
3381,Ghene nè suuy di bek ge ghene ghe ghone-no a wene chèmè nè báà fo zytem se wen.,"Therefore Jesus told them, ""My time is not yet here; for you any time will do."
3382,"Jesus me suuy se ghene ge: Əbliy we lòó me ndu beey ghàn kwen, di ne əbliy abjime lu ǝbkwenen se ghen.","The world cannot hate you, but it hates me because I testify that its works are evil."
3383,Ghele ghe mbi báà se bane ghen di bane me bek ka me suuyen se ghene əbliy ǝbjim ge jiise ghene báà jof.,"You go to the festival. I am not going up to this festival, because my time has not yet fully come.”"
3384,"Ghen ndu, è yiz kechii keghakene, me jia ndu bek ka ǝbliy we lòó me ndu e ten bery ghaa kwen.",After he had said this he stayed in Galilee.
3385,Əb suuy di è me gok e Galilee.,"However, after his brothers had left for the festival, he went also, not publicly, but in secret."
3386,"Ghone-no a wene me ndu eyyie yi, əb yese è ndu sey, dî è jia se lu e ghele mam, è se lele lelen.","Now at the festival the Jewish leaders were watching for Jesus and asking, ""Where is he?”"
3387,Ghé mbiye na ghele Juuse me se keje wen fo bifte ge ab se waay-a?,"Among the crowds there was widespread whispering about him. Some said, ""He is a good man.” Others replied, ""No, he deceives the people.”"
3388,Nè lu di ne ghele cham cham kum wen fo naa se eydio.,But no one would say anything publicly about him for fear of the leaders.
3389,"Ghel elee nè suuy ge ǝb lu wel ǝbjun, ne elee suuy ge: Engary, ǝb lofte ghel e loften.",Not until halfway through the festival did Jesus go up to the temple courts and begin to teach.
3390,Ghene loo fane ghé mbiye na ghele Juuse di wel jia se surŋnen kum Jesus e ngenge.,"The Jews there were amazed and asked, ""How did this man get such learning without having been taught?”"
3391,Eyyie yi ney loo gianen,Jesus kok è ndu e ndaa-eykokse è se dinte əbnəə se ghele.
3392,Ghe mbiye nə ghele Juuse se lu nè ǝbchíò ǝbyúméné kante ge: Ke ghan leey ne wel vin ye ke əbnəə se jaŋ le ne ab nè beey ghàà yi yieke ka wánde nwaale?,Anyone who chooses to do the will of God will find out whether my teaching comes from God or whether I speak on my own.
3393,"Jesus me suuy se ghene ge: Əbnəə we me dinten se ghen báà se lu wome, ǝb lóò se Feyine we ǝb nè tumen me.","Whoever speaks on their own does so to gain personal glory, but he who seeks the glory of the one who sent him is a man of truth; there is nothing false about him."
3394,"Naa nde we shii ǝ wen luun se ye nɛɛy kenǝǝ ke Feyine kɛŋen lòó ǝb keele ge əbriǝǝ we me dinten se lòò se Feyine moo, me dinte e me ǝbtaawe-a.",Has not Moses given you the law? Yet not one of you keeps the law. Why are you trying to kill me?”
3395,Wel we ǝb suuyen kenǝǝ e wen ǝbtaawe karne ge ghele ye bente yi,dî ne wel we ǝb kerjen ge ghele ye bente ne lu vi we ab tumen yi lu wel ǝbluuy
3396,Le nè báà fo Moses nchil se ghen-a?,"Jesus said to them, ""I did one miracle, and you are all amazed."
3397,Dî ne wel se ghen leme wiy.,"Yet, because Moses gave you circumcision (though actually it did not come from Moses, but from the patriarchs), you circumcise a boy on the Sabbath."
3398,Lu bek ghe we ghene kenen se yuye me?,"Now if a boy can be circumcised on the Sabbath so that the law of Moses may not be broken, why are you angry with me for healing a man’s whole body on the Sabbath?"
3399,Ghel ghi fise ge: Wê ki eyfim e we ǝbler!,"Stop judging by mere appearances, but instead judge correctly.”"
3400,Kene nde se yuye we?,"At that point some of the people of Jerusalem began to ask, ""Isn’t this the man they are trying to kill?"
3401,Jesus suuy se ghene ge: Me nè nɛɛy kenəə kemok ǝbchio yum ghen.,"Here he is, speaking publicly, and they are not saying a word to him. Have the authorities really concluded that he is the Messiah?"
3402,"Moses nè lô fo eysak ge ghen ye neyte ghon eluumene di ne nè báà kɛɛte Moses, nè keste ebaa a ghen se ye neyte.","But we know where this man is from; when the Messiah comes, no one will know where he is from.”"
3403,Ghen ko lóó é neyte ghon e kechii eybam.,"Then Jesus, still teaching in the temple courts, cried out, ""Yes, you know me, and you know where I am from. I am not here on my own authority, but he who sent me is true. You do not know him,"
3404,Ghene lóó é ko neyte wel e kechii eybam ka é jia kol cysake Moses,se lu bek ghe we ghene yafsen se me bek ka me nè chuken wel & kechii eybam əb bonen ǝbghun əbjim?
3405,Ghàà ghen ye loo sake nsak ghen ye kiynen ken kenəə ɛbey ebey.,"At this they tried to seize him, but no one laid a hand on him, because his hour had not yet come."
3406,Ghen ye sake e titiy kiynen kenǝǝ ten kejim.,"Still, many in the crowd believed in him. They said, ""When the Messiah comes, will he perform more signs than this man?”"
3407,Ghele ghe Jolesalem elee me se kante ge: Vin le báà se lu wel we é kerjen se yuy-a?,The Pharisees heard the crowd whispering such things about him. Then the chief priests and the Pharisees sent temple guards to arrest him.
3408,Əb vine ka əb sunnen e ngenge ne wel suuy wiy kenǝǝ kum wen.,"Jesus said, ""I am with you for only a short time, and then I am going to the one who sent me."
3409,Le lòó ke ye lu ge ghel esakene ke ge ab lu Vi we Feyine nè Yiosen-a?,"You will look for me, but you will not find me; and where I am, you cannot come.”"
3410,"Dî ne ghesen ke ghaa əb lòòn, ne Vi we Feyine nè Yiosene náà gwiy, é wel jia ye ke ghaa ǝb lòòn.","The Jews said to one another, ""Where does this man intend to go that we cannot find him? Will he go where our people live scattered among the Greeks, and teach the Greeks?"
3411,"Se lu ne Jesus bo dinte əbnəə se ghele e ndaa-eykokse, əb bif e gir eytaa ge: Ghen le loote ke me, gese ke ghaa me lòòn-a?","What did he mean when he said, ‘You will look for me, but you will not find me,’ and ‘Where I am, you cannot come’?”"
3412,Mẹ dì nè báà gwiy se me ngen.,"On the last and greatest day of the festival, Jesus stood and said in a loud voice, ""Let anyone who is thirsty come to me and drink."
3413,"Wel we ǝb nè tumen me lu wel ǝbluuy, ne ghen ke wiy wen.","Whoever believes in me, as Scripture has said, rivers of living water will flow from within them.”"
3414,Με ke wen bek ge me lòò ghese wen ne nè tum wen me.,By this he meant the Spirit
3415,"Əb yio kii nê kine, è me se kene se koo wen, di wel cheme jia kum wen bek ka əbliy we Feyine nè siysen nè beɛy ghàà kwen.","On hearing his words, some of the people said, ""Surely this man is the Prophet.”"
3416,"Di ghel se eydio ghe e nè yioten fó eytem se wen è suuy ge: Vi we Feyine nè Yiosen le yî gwiy, è ye nery əbnəə əbchio ǝbyűméné we ǝb chian we wel vine neɛyen-a?","Others said, ""He is the Messiah.” Still others asked, ""How can the Messiah come from Galilee?"
3417,Ghele kenone Falisee yio ka ghele chəm-chəm kum Jesus,ghene ghele mbiye se ghé ntarylee me tum ghel ghe é nè chiyen ndaa-sykokse ge é koo Jesus.
3418,Jesus me suuy ge: Me beey se ye lu ghesen se feleernese ǝbliy se geese lòò se ndu se wel vi we ǝb nè tumen me.,Thus the people were divided because of Jesus.
3419,"Ghene náà ye kerne me, è jia yen, ne me naa ye lu e kelik ke lòó ghen jia ndu fo.",Some wanted to seize him
3420,Ghé mbiye na ghele Juuse me se kante ge: Əb lóò se ndu ghááy we lòó ghesen jia yen wen?,"Finally the temple guards went back to the chief priests and the Pharisees, who asked them, ""Why didn’t you bring him in?”"
3421,"Əb cheme loo è ndu e ǝbtum e ntɛke se Glees ghaa ghele Juuse chiin, è dinte əbnəə se ghene-a?","“No one ever spoke the way this man does,” the guards replied."
3422,Əb suuy ge ghesene nêy ye kɛŋe yi è jia yɛn,nɛ lòó ghesen jia ndu se ghaa əb luun.
3423,Kii nê kine dine gee ghe?,“Has any of the rulers or of the Pharisees believed in him?
3424,"Ney se lu e kechii kenləysen ke nè luun kechii ketaa ke é nè meysen eyyie kechii keghakene kii, Jesus teem e ghele məm è suuy ɛ gie eytaa ge: Naa nde we kendoje moo yumen wen, gwiy se me è nǝǝ.",No! But this mob that knows nothing of the law—there is a curse on them.”
3425,Waale-Feyine suuy ge: Naa nde we ǝb foon eytem se me lu ne moo me am foon cychii nêy lun ɛ wen ǝ eytem è ye lɛŋ.,"Nicodemus, who had gone to Jesus earlier and who was one of their own number, asked,"
3426,Jesus nè suuy kine kum Keyioy a Feyin ke ghel ghe é nè foon eytem se wen nè nêy se kiile.,“Does our law condemn a man without first hearing him to find out what he has been doing?”
3427,Nè lu əbliy fo ne Feyine nè beey ghàà fo Keyioy a wen se ghele bek ka ǝb nè beey ghàà lose Jesus se wen ǝbghaake.,"They replied, ""Are you from Galilee, too? Look into it, and you will find that a prophet does not come out of Galilee.”"
3428,Ghele yio əbnəə we Jesus nè suuyen,clee suuy ge: Wel vin lu ken naa wele ntum nə Feyine në vi.
3429,Elee suuy ge: Əb lu Vi we Feyine nè Yiosen.,Jesus went to the Mount of Olives.
3430,Dî ɛlee se kante ge: Vi we Feyine nè Yiosen nè nêy se lòò ne lu ε Galilee-a?,At dawn he appeared again in the temple courts
3431,Waale-Feyin le báà se suuye ge: Vi we Feyine nè Yiosene náà yɛ lu wel eykfəə nə David ne é bii wen & Betlehem e ntek ye David nè chiin e ten-a?,where all the people gathered around him and he sat down to teach them.
3432,Ghele me se lu egiabsen bek Jesus.,The teachers of the law and the Pharisees brought in a woman caught in adultery.
3433,"Elee se kerge se koo wen, dî wel jia kum wen.",They made her stand before the group
3434,"Nchiy shii ney fiile, ghele mbiye se ghé ntaŋlee, nè ghele kenone Falisee me bif se ghene ge: Ghene báà gwiy nè wen bek ghe?","and said to Jesus, ""Teacher, this woman was caught in the act of adultery."
3435,Ghé nchiye fise ge: Wel nè bɛɛcy ghàà yi suuy cynkii əbnəə we wel vine suuyen.,In the Law Moses commanded us to stone such women.
3436,Ghele kenone Falisee bif ge: Əb chèmè lɛɛsemen ghen sey-a?,Now what do you say?”
3437,Ghen le nè yiomen ge wele mbiy ǝblee kene wele kenone Falisee ǝblee lu ne ǝb fo rytem se wen-a?,They were using this question as a trap in order to have a basis for accusing him.
3438,"Ghel ghine báà se ke ɛysak ə Moses, ne Feyine makmen lòn se ghene.",But Jesus bent down and started to write on the ground with his finger.
3439,"Nikodemus we ǝb nè shikenmen cyghan se Jesus, ne ko lu wele kenone Falisee nè lu fo.",When they kept on questioning him he straightened up and said to them
3440,Əb me bif se ghele ngoo na wene ge: Eysak a yésen le beeme ge é tenen nsak a wel ne é báà sak,è keele ge ab se neey ghe-a?
3441,Ghene fise ge: Wè lòò sey e Galilee-a?,Again he stooped down and wrote on the ground.
3442,"Kiynen e nwaale-Feyin é wè yɛn ge wele ntum nə Feyine wiy se yi se fay & Galilee, (Ghene me giabsen è se kfaǝy se ghene ndaase.","At this, those who heard began to go away one at a time, the older ones first, until only Jesus was left, with the woman still standing there."
3443,Jesus me lòò è kok ɛ kfən Olif.,"Jesus straightened up and asked her, ""Woman, where are they? Has no one condemned you?”"
3444,Əbtəke yio ǝb kase gwiy e ndaa-eykokse.,“No one sir” she replied.
3445,"Wel ǝbjim kaame e wen eybee, ǝb me diom è keste se dinte əbnəə se ghene.","“Then neither do I condemn you,” Jesus declared. “Go now and leave your life of sin.”"
3446,Ghé eydinte tesake gese nè ghele kenone Falisee lii è gwiy nè ǝbvii ne é koo ne ǝb lic lum wel.,"When Jesus spoke again to the people, he said, ""I am the light of the world."
3447,"Ghene tiyse ǝbvii vi e wel ǝbjim ɛyshie; è suuy se Jesus ge: Ndinte, é kè koo ǝbvii vin ne ǝb lie kenjaŋ.","Whoever follows me will never walk in darkness, but will have the light of life.”"
3448,Lu e nchil ne Moses nè suuymen ge é lu se tamle ǝbvii ka vin nè etiye se yuy.,"The Pharisees challenged him, ""Here you are, appearing as your own witness; your testimony is not valid.”"
3449,Wề suuy kie gee ghe?,"Jesus answered, ""Even if I testify on my own behalf, my testimony is valid, for I know where I came from and where I am going."
3450,Ghene nè súùy dì se yiote ǝbchio ǝ Jesus ka ghene kiile kenǝǝ ke é toy wen so è koo.,But you have no idea where I come from or where I am going.
3451,Əb ngvəkte è se nyake kenǝǝ e ntie nè wan-keghoo.,You judge by human standards; I pass judgment on no one.
3452,Ghene ko se tiy fo bifte əbnəə se Jesus.,"But if I do judge, my decisions are true, because I am not alone. I stand with the Father, who sent me."
3453,"Əb ney lose ketuu ǝ wen è suuy se ghene ge: Loo lu ne wel lu & ghene mən we ǝb nè bɛɛy ghàà nɛɛy mbee, ǝb təm eytiye ye mbiye e wen ǝbghun.",In your own Law it is written that the testimony of two witnesses is true.
3454,Əb suuy dì è me gese ngvǝkte è se nyake kenǝǝ e ntie.,"I am one who testifies for myself; my other witness is the Father, who sent me.”"
3455,"Ghene yio kii nê kine è me se lóò femok femok, ne keete ngeyse ghel.","Then they asked him, ""Where is your father?”"
3456,"Jesus me gok fo ken wen nyin, ne ǝbvii vi ko bo tiy e wen eyshie, è ney se lose ketuu se eyyio è bif se ǝbvii vi ge: No-wan, ghel ghi ghááy?","“You do not know me or my Father,” Jesus replied. “If you knew me, you would know my Father also.”"
3457,Wele báà gok se suuy ge wè lu se kuo-a?,He spoke these words while teaching in the temple courts near the place where the offerings were put.
3458,Əb fise ge: Wel wiye babey!,Yet no one seized him because his hour had not yet come.
3459,Əb me suuy se wen ge: Mee me seye jia suuy ge wề kuo!,"Once more Jesus said to them, ""I am going away, and you will look for me, and you will die in your sin."
3460,Υεε nduu,nɛ ghàà gese yî nɛɛy mbee.
3461,Jesus gese sugnen se ghele ge: Me lu kekaakene mbi.,"This made the Jews ask, ""Will he kill himself? Is that why he says, ‘Where I go, you cannot come’?”"
3462,"Naa nde we ǝb jumten me nêy kiile kekaaken ke ke fóon sychii, è jia bo ye jel ε nfiine.","But he continued, ""You are from below; I am from above. You are of this world; I am not of this world."
3463,"Ghene me suuy se wen ge: Wề bene nsake sake yie ken se wè ngen, ne kenǝǝ ke wè suuyen báà se lu kenǝǝ.","I told you that you would die in your sins; if you do not believe that I am he, you will indeed die in your sins.”"
3464,"Jesus fise ge: Chèmè lu ge me surjnene kum ngeŋ a yom, fene ǝbluuye lu e meshie, bek ge me ke ghaa me nè lòòn, πε me ke ghaa me nduun.","“Who are you?” they asked. “Just what I have been telling you from the beginning,” Jesus replied."
3465,Ghene báà se ke ghaa me nè lòòn,gese ke wiy ghaa me nduun.
3466,"Ghene sake ghel ɛ jii na wele-meson, ne me sake wiy wel.",They did not understand that he was telling them about his Father.
3467,"Kè lu ge me ye sake wel, é me ye sak nè ǝbluuye bek ge me báà se lu me nyin.","So Jesus said, ""When you have lifted up the Son of Man, then you will know that I am he and that I do nothing on my own but speak just what the Father has taught me."
3468,Bay we ǝb nè tumen me lu ghese wen.,"The one who sent me is with me; he has not left me alone, for I always do what pleases him.”"
3469,"Əb nyak e ghene nchil ge: Ghele teem ebaa è sunnen se ǝbchio ǝbmok, fene kenǝǝ ke ghene suuyen lu ǝbluuy.",Even as he spoke many believed in him.
3470,"Me surŋnene kum ngeŋ ə yom, nề Bay we ǝb nè tumen me sunnene sey kum me.","To the Jews who had believed him, Jesus said, ""If you hold to my teaching, you are really my disciples."
3471,Ghene bif se wen ge: Ba ǝ vie lu ghááy?,"Then you will know the truth, and the truth will set you free.”"
3472,"Jesus fise ge: Ghene báà se ke me, kene ba ǝ wom.","They answered him, ""We are Abraham’s descendants and have never been slaves of anyone. How can you say that we shall be set free?”"
3473,Ghen kè ke me é ghen yɛ ke ba a wom.,"Jesus replied, ""Very truly I tell you, everyone who sins is a slave to sin."
3474,Jesus nè suuy əbnəə vin ε ndaa-eykokse ǝbliy we ǝb nè dinten əbnəə se ghele eybuu ǝ ndaa bene fe é nè see leme nkufse eyfo.,Now a slave has no permanent place in the family but a son belongs to it forever.
3475,Wel jia koo wen bek ka ǝbliy we Feyine nè lemen nè bɛɛy ghàà kwen.,So if the Son sets you free you will be free indeed.
3476,"Jesus gese suuy se ghene ge: Με se lóò, ne ghene yese è ye kerje me, dî è ye lu se kuo e ghene mbeese.",I know that you are Abraham’s descendants. Yet you are looking for a way to kill me because you have no room for my word.
3477,Lòó ghen jia ndu se ghaa me nduun.,I am telling you what I have seen in the Father’s presence and you are doing what you have heard from your father.”
3478,"Ghé mbiye na ghele Juuse me se kante ge, ǝb le suuye ge lòó ghesen jia ndu ghaa ab nduun fene ke dine ge ab kerne se yuye ngen ǝ wen moo?","“Abraham is our father,” they answered. “If you were Abraham’s children,” said Jesus, “then you would do what Abraham did."
3479,"Jesus fise ge: Ghen lòò ɛ ntie fen, dĩ ne me lòò ne lu eyyio.",As it is you are looking for a way to kill me a man who has told you the truth that I heard from God. Abraham did not do such things.
3480,"Ghen lu ghele ghé mbi fene, dî ne me wiy wele wê mbi fen.",You are doing the works of your own father.”
3481,Ghey kenǝǝ ke me kè suuyen ge ghene nêy kuo e ghene mbeese,ne ghene nêy kuo e ghene mbeese e lefe ghene báà beeme ge me lu wel we me luun ǝbghen.
3482,Ghene bif se wen ge: Wè lu nde?,"Jesus said to them, ""If God were your Father, you would love me, for I have come here from God. I have not come on my own; God sent me."
3483,Jesus fise ge: Me lu wel we me nè suuyen se ghen ge me lu ǝbghen se kenksete.,Why is my language not clear to you? Because you are unable to hear what I say.
3484,Me ki əbnəə se eydio we kè lòó me suuy kum ghen se sake ghen.,You belong to your father the devil and you want to carry out your father’s desires.
3485,"Me di fekte se ghele ghe mbi fen ne lu ken kenǝǝ ke me nè yion se vi we ǝb nè tumen me, ne əbnəə ə wene ko see lu ken we ǝbluuye.","He was a murderer from the beginning, not holding to the truth, for there is no truth in him. When he lies, he speaks his native language, for he is a liar and the father of lies."
3486,Əb suuy dì,ghene jia keele ge ǝb surjnen se ghene kum Bay Feyin.
3487,"Jesus me suuy se ghene ge: E náà lóó lu ǝbliy we ghen losenmen Wanwel, é ghen me keele ge me lu wel we me luun əbghen, è gese keele ge kenǝǝ wiy ke me nɛɛyen me ǝbtaawe, di ne me suuy ne lu ken kenǝǝ ke Bay dinen ge me suuy.","Can any of you prove me guilty of sin? If I am telling the truth, why don’t you believe me?"
3488,"Wel we ǝb nè tumen me lu ghese wen, ne ǝb báà vase me, bek ge me lóó me ye neey əbnəə we ǝb korjen.",Whoever belongs to God hears what God says. The reason you do not hear is that you do not belong to God.”
3489,"Jesus suuy əbnəə vin dì, ghel se eydio ghe é nè yioten wen fó rytem se wen.","The Jews answered him, ""Aren’t we right in saying that you are a Samaritan and demon-possessed?”"
3490,"Jesus me suuy se ghele Juuse ghe é nè foon sytem se wen ge: Ghen gòk è ye nɛɛy kenǝǝ ke me suuyen se ghen fene ghen loote lu ghon-eyfel nə me; é ghen me ye ke abluuy, é ǝbluuye tene me boyse ghen se kekos.","“I am not demon-possessed,” said Jesus, “but I honor my Father and you dishonor me."
3491,"Ghene suuy ge: Ghes lu ghon eykfəə nə Ablaham, ne ghes nè bɛɛy ghàà yi ye lu kekos se wel.",I am not seeking glory for myself; but there is one who seeks it and he is the judge.
3492,Wê ghan leey se ye suuy ge: Ghene náà boy se kekos.,Very truly I tell you whoever obeys my word will never see death.”
3493,Jesus suuy se ghene ge: Με suuy ǝbluuy se ghen ge naa nde we ab neeyen mbee,lu kekos se mbee.
3494,Kekose séè jia lu wel ə eyshaa ndaa əbliy ǝbjim; séè lu ken wan wel a eyshaa ndaa.,"Are you greater than our father Abraham? He died, and so did the prophets. Who do you think you are?”"
3495,L00 lu Wane boyse ghen se kekos,fene ghen lootemen boy.
3496,Με ke ge ghen lu ghon eykfəə nə Ablaham.,"Though you do not know him, I know him. If I said I did not, I would be a liar like you, but I do know him and obey his word."
3497,Dî ne ghen keje se yuye me bek ka əbnəə we me dintene báà se ki kelik & ghene tetem.,Your father Abraham rejoiced at the thought of seeing my day; he saw it and was glad.”
3498,Me surgnen kum əbnəə we ba a wom dinenmen se me,ne ghen neeye əbnəə we ba ǝ wen suuyen se ghen.
3499,Ghene fise ge: Ba ǝ wes lu Ablaham.,“Very truly I tell you
3500,Jesus suuy se ghene ge: Ghen kè boy se ye loote lu ghone Ablaham,fene ghen kè nɛɛye ne lu əbnəə we ǝb nè nɛɛyen.
3501,Leenen ghene sey se kene se yuye me,ne me suuy ne lu abluuy we me nè yion se Feyine.
3502,Ablaham dì nè báà neey kenəə di.,As he went along he saw a man blind from birth.
3503,Ghene neey kenaa ke ba a wen nè neeyen.,"His disciples asked him, ""Rabbi, who sinned, this man or his parents, that he was born blind?”"
3504,Ghene fise ge: Feyine se wene ngen lu ken Bay we ghes kiin,ne ghes loote lu ghone wen.
3505,É nè bán bii ghes se kenjan.,As long as it is day we must do the works of him who sent me. Night is coming when no one can work.
3506,"Jesus suuy se ghene ge: Feyine kè loote lu Ba ǝ wen, fene ghen kè korje me, bek ge me nè lòò se Feyine è se lu fen e leenen.",While I am in the world I am the light of the world.”
3507,Me nè báà gwiy ɛ əbtaawe nə mɛ.,After saying this he spit on the ground made some mud with the saliva and put it on the man’s eyes.
