source,target
"translate English to Oku: As it is, you do not belong to the world, but I have chosen you out of the world. That is why the world hates you.","Se lu ne me nè chok ghen & məm nə ghele mbii, ghene jia gese se lu ghele mbi; ghey kenǝǝ ke ghene banen ghen."
"translate English to Oku: 'Woman, why do you involve me?' Jesus replied. 'My hour has not yet come.'","Jesus fise ge: No ǝ wom, wè suuye ge me jel leey? Əbliy a wome beey ghàà kwen."
"translate English to Oku: They crucified two rebels with him, one on his right and one on his left.","É gese bante echon ebaa se əmntam e Jesus eyghan, ǝblee eybee əbkoy əbtaa nè ǝblee se eybee ǝbkoy ǝbkiye,"
"translate Oku to English: Jesus me fise se ghel ejim ge: No ə yom ghene babey na yom lu ghel ghé é nè yionen kenəə na Feyin è ghene neey sêy.""""","He replied, My mother and brothers are those who hear God’s word and put it into practice.\"""""
translate Oku to English: Əb le gwiy eyyie kechii kin-a?,Isn't he coming to the festival at all?'
translate Oku to English: Ke me se lu ge Wanwel lu Báàba a kechii sybam.,So the Son of Man is Lord even of the Sabbath.’
translate Oku to English: Ketuu ghel eyghon ghene ghel cyghon ghe é nè chiyen Jesus əbliy we é nè banten wen yen ka ntie shiken è gese yen əbnəə we ǝb nè ganen naa ǝbjim eyfane koo ghene naa se nan.,"When the centurion and those with him who were guarding Jesus saw the earthquake and all that had happened, they were terrified,"
translate English to Oku: And whoever welcomes one such child in my name welcomes me.,Naa ndε wε əb fiisen wán εtεlεε ka vin bek mε fiisen nε lu mε.
"translate English to Oku: He replied, 'I am not.'",Bita fise ge: Engan.
"translate Oku to English: Naa nde we ǝb ghuumen me gese ghuumen gie a som e mbi fen ye ghele tunsenmen Feyin, è se nɛɛye əbnəə əbbee e ten le, lu vi di wɛ Wanwele yî ghuumen se wen ɛ əbliy we ǝb gwiyen e ǝbghaake nə ba ǝ wen, nè nchiyse-ndaa nə Feyine se lanene.","If anyone is ashamed of me and my words in this adulterous and sinful generation, the Son of Man will be ashamed of them when he comes in his Father’s glory with the holy angels."""
translate Oku to English: Ghene fô ɛykokse di è me dise əbbuam ə ghen.,They opened their treasures and presented him with gifts.
"translate English to Oku: Truly I tell you, some who are standing here will not taste death before they see the kingdom of God.""","Mɛ suuy se ghen ge ghel əmoke lu nè vin ghé eb băǎ se koo eykuo, nɛ ghene nǎǎ ye yen tefon na Feyin."""
"translate Oku to English: əb nè fekten ghel ɛ ndaa-eyjame na ghen, ghel ejim me se kokse wen.","He was teaching in their synagogues, and everyone praised him."
"translate English to Oku: ""Blessed is the coming kingdom of our father David!"" ""Hosanna in the highest heaven!""",Eykokse yɛ lu se wen we ǝb se gwiyen se ye sak abfone ba a wesen we David! Eykokse ye lu se Feyine!
"translate English to Oku: He said to her, ""Daughter, your faith has healed you. Go in peace and be freed from your suffering.""",Jesus me suuy se wen ge: ye wè foon se Feyine nɛɛymen wè bonen.
"translate Oku to English: Me surŋnene kum ngeŋ ə yom, nề Bay we ǝb nè tumen me sunnene sey kum me.","To the Jews who had believed him, Jesus said, ""If you hold to my teaching, you are really my disciples."
translate Oku to English: Me dì tonte ghen ge sun ə som bek ge me suuymen əbnəə əbjim se ghen we me nè yion se Ba a wom.,"Instead, I have called you friends, for everything that I learned from my Father I have made known to you."
translate English to Oku: è bif se wen ge: Wê kɛne ge ghes ye lu nè eymaanene se chin leey? Loo lu ne wè lu Vi we Feyine nè Yiosen,Ghele Juuse me kaame e wen rybee
translate Oku to English: Ghon-eyfel nə wene ɛjim me maay wen è nyiŋke.,Then everyone deserted him and fled.
"translate Oku to English: Jesus me suuy se wen ge: No a wom, me suuy ǝbluuy se wè ge: Əbliye gwiye we ghele jia bo nêy ye kokse Bay & kfən fen kene & Jolesalem.","'Woman,' Jesus replied, 'believe me, a time is coming when you will worship the Father neither on this mountain nor in Jerusalem."
"translate English to Oku: nor does his word dwell in you, for you do not believe the one he sent.",Ghene báà ghal giese wen bek ka ghɛne báà fo eytem se vi di we ǝb nè tumen.
translate Oku to English: Ghế mbiy na ghele Juuse bif se Jesus ge: Əbchayte we wê din se ghes lu ghe se din ge wè ki ǝbtaawe se yr neey əbnəǝ në vin?,"The Jews then responded to him, 'What sign can you show us to prove your authority to do all this?'"
translate English to Oku: They were using this question as a trap in order to have a basis for accusing him.,Ghen le nè yiomen ge wele mbiy ǝblee kene wele kenone Falisee ǝblee lu ne ǝb fo rytem se wen-a?
translate English to Oku: and when he found him,Jesus yio ge é jummen wen se ngay cyjem è se yene gwiye nè wen è bif ge: Wè le lu ne wè fó rytem se Wanwel-a?
translate Oku to English: Ghàà ye lu nè ǝbchíò ǝbyúméné bek ka me ke suuyen ge é lu se kase se bii ghen & eybii eyfer.,"You should not be surprised at my saying, ""You must be born again."""
translate English to Oku: and whoever wants to be first must be slave of all.,44 NΝε naa nde we ǝb kernen se ye lu wele mbiy lu se ye lu kekos se ghen ejim.
"translate Oku to English: Ka é yien ǝbfua-ǝbyićne dî ǝb me loole è chok ndǝyse wene sé beye è lie kenfikse ǝbghun è chǝn se wene ǝmkenken,","so he got up from the meal, took off his outer clothing, and wrapped a towel around his waist."
"translate Oku to English: Ney se lu e bvǝse bvǝse, Jesus ghene ghon-eyfel nə wene se chia è yen ne fekake fig fii yoblemen è chin se eghan.","In the morning, as they went along, they saw the fig tree withered from the roots."
translate English to Oku: So give the order for the tomb to be made secure until the third day.,Bek kii nê kine ghese me gwiy se suuy ge wề tinse ghel eyghoŋ na wè é ghene ndu è ye chiy eyseye ten se chin ka ǝbchii we ǝbtal nê vii chia.
"translate Oku to English: Se baksen se keghene, ǝbkiy elee & ghes a ngoo kè suuy kenǝǝ əbchio ǝbyúméné se ghes.","'In addition, some of our women amazed us. They went to the tomb early this morning'"
"translate Oku to English: Mɛ suuy se ghen ge bɛey-a! Dí lòó ghen băǎ se kubsen tetem ə ghen mok-a, ghen abjim nǎǎ ye kuo geese.""","I tell you, no! But unless you repent, you too will all perish."""
translate English to Oku: Mary Magdalene and the other Mary were sitting there opposite the tomb.,Nè lu dĩ nε Mɛɛle Magdalene gese në Meɛle we no a Jems ghene Josef lu fo ne ghene diom jii diarŋsen cysêy fo è se kiye.
"translate English to Oku: He took the blind man by the hand and led him outside the village. When he had spit on the man’s eyes and put his hands on him, Jesus asked, ""Do you see anything?""""
1364,ǝb kiy eyyio","Jesus me ghal keghoo a kenfef ki, ghene wen fǝynen ntek: Jesus tio eylie se wen ǝ eshie, è lem keghoo ɛ wen sykek è bif ge: Wè le yene ǝblik-a?"
"translate English to Oku: ""Others, like seed sown on good soil, hear the word, accept it, and produce a crop—""","Dî ne ngos ye ey nè chemken e ntie eyjun lu ghele ghii dii ghe é yion kenəə ə Feyin, é beeme è ye neεye ka ke dinen."
"translate English to Oku: 'Be careful, or your hearts will be weighed down with carousing, drunkenness and the anxieties of life, and that day will close on you suddenly like a trap.'","Ghen toknen, buu dì, é tetem a tene lun ne əbnəə ka eyyie ye nane, rynǝǝ, nè nkwaatese eychii yé fene, é kechii tene náà koo ghen ka ketâm dì."
translate Oku to English: Ghene me keste se ye bente Jesus ge ǝb ko lòò se ghene kelerŋ.,Then the people began to plead with Jesus to leave their region.
translate Oku to English: Lu dî kε ghel ghε é nè luun se εybam nêy yε lu se mbiy nε ghel ghε é nè luun se mbiy nêy yε lu se εybam.,"So the last will be first, and the first will be last."
"translate Oku to English: Wele ye lu e ketuu ndaa, è loo sǝǝke, fe ǝb lii se ndaa ge yi lie kefaa.",Let no one on the housetop go down or enter the house to take anything out.
translate Oku to English: Ghɛ εylem ghii gese nεεy ken ka ε kè nεεyen nε ghɛ mbiyɛ.,"’They will respect my son,’ he said."
"translate English to Oku: ""I have compassion for these people; they have already been with me three days and have nothing to eat.","Jesus jaŋ ghon-eyfel nə wen, è suuy ge: Με koosen ɛysen se ghel ghine bek ge ghese ghene shi se ǝbchii əbtal, ne ghene bo ki wiy kefaa se yie."
"translate Oku to English: Wel nè lô shik se make ngos,","A farmer went out to sow his seed."""
translate English to Oku: and a man with a shriveled hand was there.,Nè lu dî nε wel əblee lu fo nε keghoo ə wene kuomen.
translate Oku to English: Kebeye nεy se lu Báàba nə εylem suuy se wele chiise ghel εyfεl ge: Feliε ghel εyfεl dì è taη keban nə ghen,"When evening came, the owner of the vineyard said to his foreman, 'Call the workers and pay them their wages,'"
translate Oku to English: Mε suuy se wè ge wè jia bo nêy gese yεn mε chin ka wè nêy suuy ge: Ke lu kejuŋ se wel wε əb gwiyen ε εyghel nə Báàba Feyin.,"For I tell you, you will not see me again until you say, ‘Blessed is he who comes in the name of the Lord.’"
translate English to Oku: For this people’s heart has become calloused; they hardly hear with their ears and they have closed their eyes.,Bek ge tetem ə ghel ghine boolemen ghene chite əbtuule ə ghen è gese bvəte εshiε ə ghen
"translate English to Oku: But go, show yourself to the priest and offer the sacrifices that Moses commanded for your cleansing, as a testimony to them.’",Ndu è din ngeŋ ə yie se wele Mosese dinen ge wè bonen wè tanle ka ǝbchǝyte se din se ghele.
translate English to Oku: Then the chief priests and the Pharisees called a meeting of the Sanhedrin. 'What are we doing?' they asked.,Ghele kenone Falisee ghene ghele mbiy se ghé ntarŋlee konen ghene ghele ndaa nsake è suuy ge: Ghesene jel lɛɛy?
"translate Oku to English: Ghon-eyfel ghe ebaa ghii me fiel se ghene əbnəə we ǝb kè ganen se ghene & jii, gese nè ka ghene kè keelen Jesus ɛ ǝbliy we ǝb kè bekten keban.","'Look at my hands and my feet. It is I myself! Touch me and see; a ghost does not have flesh and bones, as you see I have.'"
translate Oku to English: Wel ǝblee e ghene mam ne é tonte ge Kleobas fise se wen ge: Lu ken wè wel eyghan & Jolesalem we ǝb báà se ke əbnəə we ǝb ganen e abchii fen-a?,"One of them, named Cleopas, asked him, 'Are you the only one visiting Jerusalem who does not know the things that have happened there in these days?'"
"translate English to Oku: But they insisted, 'He stirs up the people all over Judea by his teaching.","Dî ghene soote se Bailet ketaan ge: Əb ghane neeye ge ghele ye taa ketuu, dinte əbnəə wen në vi eylake Judea cyjim."
translate Oku to English: Lòn se ghεne ndintese tesak gese nè ghele kenone Falisee! Ghεn lu nfefsese.,"Woe to you, teachers of the law and Pharisees, you hypocrites!"
"translate Oku to English: Nè lu dî ne ghon-eyfele leysen se lie keban, è se ki ken ntuke keban eymok e kenək.","The disciples had forgotten to bring bread, except for one loaf they had with them in the boat."
"translate English to Oku: And beginning with Moses and all the Prophets, he explained to them what was said in all the Scriptures concerning himself.",Ke taa se ghen se beeme əbnəə əbjim we ghele ntum nə Feyine nè suuyen bek ghe?
translate English to Oku: They will do such things because they have not known the Father or me.,Ghene nêy ye nɛɛy əbnəə në vin se ghen bek ka ghene bɛɛy ghàà ye ke Bay kene me.
translate Oku to English: Jesus nè suuy ge: Əbliye kwenmen ne eysake Feyine baksenmen. Ghen kubsen è beeme sakghe abjug,"’The time has come,’ he said. ‘The kingdom of God has come near. Repent and believe the good news!’"
"translate Oku to English: Ke yî gan ka wel ɛ əbliy we ǝb nduun eyjel, è lem ghel eyfel nə wen ge é ye toknen nè ndaa, è giate eyfel se ghene,","It’s like a man going away: He leaves his house and puts his servants in charge, each with their assigned task,"
"translate Oku to English: Jesus me fise se ghel ntum na Joon ge: Fiileen è ghen fekte se Joon əbnəə wɛ ghen yionen gese nè wɛ ghen yenen: Ghel abfua-abyíéne me se neey eysene, ghel eykuo-eykul me se ndu, ghel eychii-eghoo me se boy, ghel abfua-abyioten me se yio, ghel eykuo me se tin, nɛ əb nè fekte sakghɛ əbjuŋ se ghel ghé eb băǎ se ki.","So he replied to the messengers, Go back and report to John what you have seen and heard: The blind receive sight"
"translate English to Oku: Jesus went up on a mountainside and called to him those he wanted, and they came to him.","Jesus me lòò è kok ɛ kfən è jante ghel ghe ǝb nè kerjen, ghene gwiy,"
"translate English to Oku: John answered, ""Anyone who has two shirts should share with the one who has none, and anyone who has food should do the same.""","əb fise ge: Wel loo ki nday sebaa, é ab fo se semoke se wel we əb băǎ se ki se nkan, wele yɛ ki abfua-abyíéne, é əb fò ghel ghé ɛ băǎ se ki naa se nkan."
translate Oku to English: 'Nnyii me gwiy è ab me fə̀lte ghene abjim.','Then the flood came and destroyed them all.'
"translate English to Oku: The people were all so amazed that they asked each other, ‘What is this?",Obchio yum ghel ejim e ju rybee ghene se kane ge: Kine lu rynkii kenaa keke?
"translate English to Oku: But the Pharisees and the experts in the law rejected God’s purpose for themselves, because they had not been baptized by John.)","Dí Balisi ghene tefise te nchil me bǎǎ se neey kenəə kɛ Feyine nè koŋen ge ab ye neey se ghene, bek ka ghene nè bǎǎ se fii moo se Joon."
"translate English to Oku: 'My prayer is not for them alone. I pray also for those who will believe in me through their message,","Me báà se jeme ken se ghene, me jeme sey se ghii dii ghe ghene naa fekte kenǝǝ ə Feyin se ghene é ghene fő sytem se me."
"translate Oku to English: É náà koo ghen è ndu so se ndaa nsak, è loo sak, ghàà wel ye tablene feknen ge yi se suuy ge ghe-a?","Whenever you are arrested and brought to trial, do not worry beforehand about what to say."
translate Oku to English: Ghεne yuyte ghele ntum nə Feyine gese təmle ghel ghε Feyine tumen se ghεn nè εtiye.,"you who kill the prophets and stone those sent to you,"
translate Oku to English: Naa nde we ǝb neeyen kenǝǝ ke Feyine kerjen lu wan-no a wom ne gese lu no ǝ wom.,"""Whoever does God’s will is my brother and sister and mother."""
"translate Oku to English: Naa ɛ leghe we eyfime tene losen wen, ey mak wen se ntie, kefafeye ye fay e wen ǝbchio, ne ǝb kfǝle eson Μα gese tabte tabten.","Whenever it seizes him, it throws him to the ground. He foams at the mouth, gnashes his teeth and becomes rigid."
translate Oku to English: Ghel εyfεf əbbaa me diom se beelese.,"Two blind men were sitting by the roadside,"
"translate Oku to English: ǝb bif dì, è kiy, è kal nè ghel ghe é nè luun & wen sybee, è me suuy ge: Lee no ǝ wom ghene ghone-no ǝ wome!","Then he looked at those seated in a circle around him and said, ""Here are my mother and my brothers!"""
"translate Oku to English: Wè Jolesalem! Wè Jolesalem! Wè nè fə̀ltemen tefon na Feyin è wè se lòte te-kfən se ghel ghé Feyine nè tumen se wè. Mɛ me koŋen naa se tefə̀ sê eydio ge mɛ saanken te-wán na vie geese nɛ nyen nè saankennen te-wán na wen ɛ kebaaten te-mchii na wen di, dí wè băǎ se lake mok-a!","""Jerusalem, Jerusalem, you who kill the prophets and stone those sent to you, how often I have longed to gather your children together, as a hen gathers her brood under her wings, and you were not willing."
"translate Oku to English: è me lie è ndu so se Jesus, è yiysen πε ndǝyse kenton nə ghene, è kokse Jesus se ten.","They brought it to Jesus, threw their cloaks on the colt and put Jesus on it."
"translate Oku to English: Se cybame ten Jesus ghene no ǝ wen, nè ghone-no wene, nè ghon-eyfel na wene me chio e ntek ye Kabanaum è chii gho se ǝbchii se eylaay.",After this he went down to Capernaum with his mother and brothers and his disciples. There they stayed for a few days.
"translate Oku to English: ""Keyioy ə Bay Feyine lu ɛ mɛ ə eytem, bek ka əb nè neey mɛ ge mɛ fekte sakghɛ əbjuŋ se ghel ghé eb băǎ se ki. əb tumen mɛ ge mɛ fekte mboyse se ghel ghé é vii ghene se nchak, nese fo eysene se ghele abfua-abyíéne, è fekte ge ghel ghé é ngvəəse ghene nèy ye mboy,","""The Spirit of the Lord is on me, because he has anointed me to proclaim good news to the poor. He has sent me to proclaim freedom for the prisoners and recovery of sight for the blind, to set the oppressed free,"
"translate English to Oku: So they hurried off and found Mary and Joseph, and the baby, who was lying in the manger.","Ghene me fee-feen nè kenyujene, è dian ɛ Betlehem, è yen Mɛɛle ghene Josef, è gese yen wán ka ɛ́ nyinjse ɛ ten."
"translate English to Oku: ""Still another said, ’I just got married, so I can’t come.’","Wel əmoke gese me suuy ge: 'Mɛ me bosemen əbvii nè vin, lu bek kii nɛ mɛ băǎ bɛey gwiy mok-a.'"
translate Oku to English: Ghel εlee náà fəy è yε lɛεse ghel ge ghεne lu Vi wε Feyine nè Yiosen,nε εlee yia ge ghεne lu ghele ntum nə Feyine.
translate English to Oku: ‘After three days I will rise again.’,Əb nè suuy ge yi nêy kuo é ǝbchii loo lun ge ǝbtal é yi kase loolé se eykuo.
translate English to Oku: So the man went away and began to tell in the Decapolis how much Jesus had done for him. And all the people were amazed.,"Wele ten me lòò è se jele ntek se ghakene sé nsen foo dii Ntek-Se-Eyvəm fekte kenəə ke Jesus nèèyèn se wen, ghel ejime yio è se lu nè ǝbchíò ǝbyúméné."
"translate English to Oku: At once the girl hurried in to the king with the request: ""I want you to give me right now the head of John the Baptist on a platter.""","Əb me fielé fielén è lii ken se ǝbliy, è suuy se abfon ge: Me kerne ge wè fó ketuu Joon Nfoo Moo se me eyshen kɛn e leenen."
"translate Oku to English: Ghele kenone Falisee fay ken se abliy, è ndu è baksen ghel ɛyfel nə Helod, ghene ghene se chio ntaŋ kum jii ye é yuy Jesus e ten.",Then the Pharisees went out and began to plot with the Herodians how they might kill Jesus.
translate English to Oku: ” é me lu dî.,Ghεn nè bóy se suuy se kfən vin ge: “Fəy fεn è ndu ε nchite-əmjime jio
"translate Oku to English: Wel nè bezy ghàà yen Feyin, buu ken wán ə wen we ǝbmok we ab luun e Bay cybee.","No one has ever seen God, but the one and only Son, who is himself God and is in closest relationship with the Father,"
"translate Oku to English: Annas me tinse Jesus ne ǝb bo bɛɛy ǝbkulen, se Kaiafas we nè luun ketuu se ghé ntaŋlee.",Then Annas sent him bound to Caiaphas the high priest.
"translate English to Oku: About eight days after Jesus said this, he took Peter, John and James with him and went up onto a mountain to pray.","Se lu ka Jesus nè suuyen əbnəə nè vin di, è me lii è ndu ɛ əbliy nè luun keful sebaa, è me fii Bita, Joon ghene Jems, è ghene ndu ɛ kfən əmoke ge ghene ye yeme."
"translate English to Oku: He sighed deeply and said, ""Why does this generation ask for a sign?","ǝb shom & wen cytem, è suuy ge: Lu bek ghe we ghele ghé ntem fene shiin kenəə əbchio ǝbyúméné?"
translate English to Oku: We saw his star when it rose and have come to worship him.,Ghes kè yɛn fenjes ə wen ka fe yɛnsen ɛ ɛyyio è me lòò è se kɛŋe gwiye se kokse wen.
translate Oku to English: Jesus me suuy se fekake fig fii ge: Wele jia bo yî kase yie fetame fie. Əb loo suuy dì ghon-eyfel nə wene yio.,"Then he said to the tree, ""May no one ever eat fruit from you again."" And his disciples heard him say it."
translate Oku to English: Jesus me suuy ge: Ke lu e titiy ka wè suuyen ge wề bảà se ki lum.,"Jesus said to her, 'You are right when you say you have no husband."
"translate Oku to English: 'Ab me yio è suuy ge: ""Báǎba Abaham, kfiy eytem ɛ ketuu na yom è wè tum Lazalos ge ab ye chòte eynchie-eghoo na wen ɛ ammtə̀ è ab me koonen eylem na yom, bek ka mɛ nè yen kensiyse naa se eydio ɛ eynnyii nè vin."""""",'So he called to him",Father Abraham
translate Oku to English: Wel naa suuy se ghεn ge: Yεn-a,Vi wε Feyine nè Yiosen vine kene ge!
"translate English to Oku: Then Nathanael declared, 'Rabbi, you are the Son of God; you are the king of Israel.'","Natanael me suuy ge: Ndinte, wè lu wán a Feyin! We lu ǝbfone Islael!"
"translate Oku to English: Ghel eyghorn ghii ghene ghe ketuu ǝ ghene, gese nè ghel ghe é chiyen ndaa-eykokse me koo Jesus è kul ɛghoo a wen;",They bound him
translate Oku to English: Ke lu bek ge ghene báà se koje se yio kenǝǝ ke me suuyen.,"His neighbors and those who had formerly seen him begging asked, ""Isn’t this the same man who used to sit and beg?”"
translate Oku to English: Jesus fise ge: Ghàà wè yε yuy wel ghàà wè yε nεεy εymaay kε εysake báà beeme ghàà wè yε choηe ghàà wè yε suuy əbsuuse,"Jesus replied, '‘You shall not murder, you shall not commit adultery, you shall not steal, you shall not give false testimony,'"
"translate Oku to English: Ghel əblee me gwiy nè wel eykuo-eykul ɛ kenak, ghene me bǎǎ se neey wen ɛ ndaa eyshie na Jesus.",Some men came carrying a paralyzed man on a mat and tried to take him into the house to lay him before Jesus.
translate Oku to English: Me suuy se ghen ge: Kenǝǝ ke é nè nyakenmen & waale-Feyin kum me lu se kwen.,It is written: 'And he was numbered with the transgressors'; and I tell you that this must be fulfilled in me.
translate English to Oku: You will see greater things than that.',Wề nây yɛn əbnəə ǝbchio ǝbyúméné we ǝb chian kine.
translate English to Oku: You are my friends if you do what I command.,Ghene neeye kenǝǝ ke me suuyen se ghen fene ghen lu sun ə som.
"translate English to Oku: the Lord has done this, and it is marvelous in our eyes’?""""
1534,Ghele mbiy ghe eylak fo keele ge Jesus maa ngan yi bek ghene è me se kerje se koo wen","Kenǝǝ nê kin lu ne fel Báàba Feyin, ghesen se yene ne ke chia kediak a késen."
"translate English to Oku: [When Jesus rose early on the first day of the week, he appeared first to Mary Magdalene, out of whom he had driven seven demons.","[9Se lu ɛ bvǝse bvəse e kechii ké mbiye se ǝbwey, Jesus loole se cykuo, è keete din ngen a wen se Meɛle Magdalene we ǝb nè jumen tefim saamba ɛ wen ǝbghun."
"translate English to Oku: And he said to them, 'I have eagerly desired to eat this Passover with you before I suffer.",ǝb suuy se ghene ge: Me kè lô se loote ki shii ge ghesen yie Kechii Eyboyse kin në me geese yene ngek.
"translate Oku to English: Ke lu dî bek ge lu wel ə məm, dii e wel sytem ghaa wel loo ǝb ye ki tekwaate tebee, me jarje kenjan, chone ǝbchon, yuyte ghel, lie ǝbkiy kene ɛlum a ghel,","For it is from within, out of a person’s heart, that evil thoughts come—sexual immorality, theft, murder,"
"translate Oku to English: Ghene báà se lu ghele mbi, ken ka me báà se lu wele mbi.","They are not of the world, even as I am not of the world."
"translate English to Oku: ""Do you still not see or understand? Are your hearts hardened?""",Ke dine ge ghene yene əbnəə chǝysen wiy. Eytof a yene beey eytəm-a?
"translate Oku to English: Ghene jia bo yi kuo, bek ge ghene lu ka nchiyse-ndaa na Feyine.",'and they can no one longer die; for they are like the angels.'
translate Oku to English: Ghele suuy se wen ge: Wɛ̀ ki wiy wel eykfəə wɛ ɛ́ toŋten ge Joon.,"They said to her, ""There is no one among your relatives who has that name."""
"translate English to Oku: The blind receive sight, the lame walk, those who have leprosy are cleansed, the deaf hear,","əmnfεfe se yεne əblik, nè εkεblene jεle, nè ghε é yafen nè kensaasee bonene, nè əbchichii yio əbnəə,"
translate Oku to English: Ghene fó dî è suuy se ghene ge: Ghen lu se suuy se ghele ken ge ghon-zyfel na wene ne gwiy ne ntǝke è choŋ eygvən ə wen ne ghes buune.,"telling them, ‘You are to say, ‘His disciples came during the night and stole him away while we were asleep.’"
"translate English to Oku: Then it goes and takes seven other spirits more wicked than itself, and they go in and live there. And the final condition of that person is worse than the first.""","Ken e leghe ab me ndu è fii teyioy əmoke njon-sebaa ghé é nè be geese nɛ wen, è ghene ndu è ghene jame ɛ ten. əbliy wɛ wel vi nè bǎǎ se lu ɛ ten di me bǎǎ se be geese nɛ eynjon."""
"translate Oku to English: Ghen lu ghele ghé mbi fene, dî ne me wiy wele wê mbi fen.",You are doing the works of your own father.”
translate Oku to English: Dî ne me suuy ǝbluuy,ne ghey kenǝǝ ke ghene báà se beeme me.
"translate English to Oku: This is the one about whom it is written: ’I will send my messenger ahead of you, who will prepare your way before you.’","əb lu wel wɛ Feyine nè nyakenmen kum wen ge: 'Yen-a, mɛ nǎǎ ye tum wele ntum na yome ɛ mbiy na ghu, ge ab ye siyse jii se wè.'"
"translate English to Oku: 'Sir,' they said, 'always give us this bread.'","Ghene yio è me suuy ge: Babey, yɛɛ foo ǝbfua-ǝbyíéne nê vin se ghes əbliy ǝbjim."
translate Oku to English: əb mεyse εyjem è kase fiile ghaa ghon-εyfεl nə wen ghii nè luun è gese yε nε ghene ko bo buune bek ka mbuunese nè diilen ε ghene εshiε naa se ŋaη.,"When he came back, he again found them sleeping, because their eyes were heavy."
translate Oku to English: Əb gese tum ghel εyfɛl elee nε ε dio chia ghɛ əb kè tumen se mbiy.,"Last of all, he sent his son to them."
"translate English to Oku: And all people will see God’s salvation.'""","È ghel ejime yen ka Feyine boysen ghel."""
"translate Oku to English: Ken ka Elizabet yion eychakte Mɛɛle ɛ leghe, wán me ghayle ɛ mɛm na ghene. Keyioy Kelanene me gwiy è lii è lun se Elizabet eytem.","When Elizabeth heard Mary’s greeting, the baby leaped in her womb, and Elizabeth was filled with the Holy Spirit."
translate Oku to English: Jesus bif se ghene ge: Ghen beememen & leenen-a?,'Do you now believe?' Jesus replied.
"translate English to Oku: I tell you the truth, we speak of what we know, and we testify to what we have seen, but still you people do not accept our testimony.","Me suuy ǝbluuy se wè ge: Ghese suuy əbnəə se ghen we ghes keen gese fekte we ghes yenenmen, dî ne ghen beeme wiy əbnəə we ghese suuyen."
"translate Oku to English: Ghene faŋ wen, è yuytê, è mak eygvən ə wen se sybame kengey.","So they took him and killed him, and threw him out of the vineyard."
translate Oku to English: Eyfime yé tene jikten wele ten naa se rjan è ton e gie cytaa è me fay se wen ables.,The impure spirit shook the man violently and came out of him with a shriek.
"translate English to Oku: When Jesus said this, one of the officials nearby slapped him in the face. 'Is that any way to answer the high priest?' he demanded.","Jesus suuy dì e leghe, wel ǝblee se ghel ghe é nè chiyen ndaa-eykokse tel wen e kegiɛk, è bif ge: Ghey jii ye wè fisen ketuu se ghé ntarŋlee a ten-a?"
translate Oku to English: Με ke ge ghen lu ghon eykfəə nə Ablaham.,"Though you do not know him, I know him. If I said I did not, I would be a liar like you, but I do know him and obey his word."
"translate Oku to English: Se lu əbliy we ghene nè nduun è chin e bey nə ketuu se ngay eyjem kii, Jesus yen ne ghele buke buken, tornnen ketaan, make gie cykuo.","When they came to the home of the synagogue leader, Jesus saw a commotion, with people crying and wailing loudly."
translate Oku to English: Jesus diy.,Jesus wept.
translate Oku to English: Lu ghεε-ghεε ka ghεne naa yεn əbnəə nê vin nε əb se gane,ghεn me keele ge Wanwel se baksene nε əb shi kεn ε əmtəəmese.
translate Oku to English: Mɛ báà gwiy se tiyse ghel ɛjuŋe mɛ gwiy se tiyse nɛ lu ghel ɛbee.,"I have not come to call the righteous, but sinners."
translate English to Oku: Now the betrayer had arranged a signal with them: 'The one I kiss is the man; arrest him.',Nè lu dî nε Judase siysemen ghene ghene ge ghene nêy yεn nε yi chakte wel nè εyŋvəmlee fene lu-a wen ghene me koo.
"translate English to Oku: the son of Mattathias, the son of Amos, the son of Nahum, the son of Esli, the son of Naggai,","Josef nè vin nè lu wán ə Mattattias we wán ə Amos, we nè lu wán ə Nahum wɛ wán ə Esli, we nè lu wán ə Naggai."
translate English to Oku: 'Where have you laid him?' he asked.,Əb bif se ghene ge: Ghen ne gvǝǝme wen ghááy?
translate Oku to English: Dî ne me din se ghen ge Wanwel ki ǝbtaawe ɛ ketuu ntie se leyse mbeese.,But I want you to know that the Son of Man has authority on earth to forgive sins.’
"translate English to Oku: Then Jesus said, ""Whoever has ears to hear, let them hear.""","Jesus maa ngan yi è meyse è suuy ge: Naa nde we əb kiin əbtuule se yio, ab yio."
"translate English to Oku: Look, now you have heard the blasphemy.",Ghεn lu nε é yio sɛy ka əb tεyen Feyin.
"translate Oku to English: Me suuy ǝbluuy se wè ge: Ghese suuy əbnəə se ghen we ghes keen gese fekte we ghes yenenmen, dî ne ghen beeme wiy əbnəə we ghese suuyen.","I tell you the truth, we speak of what we know, and we testify to what we have seen, but still you people do not accept our testimony."
translate Oku to English: Bek ge jii yɛ ey nduun ɛ kemboo əbvəse bonene nɛ əbchio ndaa ghake.,For wide is the gate and broad is the road that leads to destruction.
translate English to Oku: è toote kechiale nè eylie tene,Əb suuy di è me tio gylie e ntie
translate English to Oku: but stayed outside in lonely places. Yet the people still came to him from everywhere.,Jesus me se ghane ne lu 2 teghane ǝbkwak ne ghele lòò naa əblik əbjim gwiye yene wen fo.
